date,sin
21-Feb-01,39.29999924
22-Feb-01,39.34999847
23-Feb-01,38.11999893
24-Feb-01,37.56000137
25-Feb-01,36.16999817
26-Feb-01,36.63000107
27-Feb-01,35.47000122
28-Feb-01,35.33000183
01-Mar-01,33.90000153
02-Mar-01,33.70000076
03-Mar-01,34.09999847
04-Mar-01,31.20000076
05-Mar-01,30.5
06-Mar-01,29.96999931
07-Mar-01,28.96999931
08-Mar-01,28.19000053
09-Mar-01,29.61000061
10-Mar-01,29.70000076
11-Mar-01,28.67000008
12-Mar-01,28.47999954
13-Mar-01,28.97999954
14-Mar-01,28.72999954
15-Mar-01,28.81999969
16-Mar-01,31
17-Mar-01,31.29999924
18-Mar-01,31.76000023
19-Mar-01,31.86000061
20-Mar-01,31.09000015
21-Mar-01,32.5
22-Mar-01,34.70000076
23-Mar-01,34.54999924
24-Mar-01,34.40000153
25-Mar-01,34.95999908
26-Mar-01,32.45000076
27-Mar-01,33.33000183
28-Mar-01,33.54999924
29-Mar-01,34.45000076
30-Mar-01,34.63000107
31-Mar-01,35.38000107
01-Apr-01,36.79999924
02-Apr-01,36.00999832
03-Apr-01,34.04000092
04-Apr-01,33.38000107
05-Apr-01,33.90000153
06-Apr-01,35.34000015
07-Apr-01,35.59999847
08-Apr-01,36.75999832
09-Apr-01,38.18999863
10-Apr-01,38.13999939
11-Apr-01,37.75
12-Apr-01,37.72999954
13-Apr-01,38
14-Apr-01,39.36000061
15-Apr-01,39.63999939
16-Apr-01,39.47999954
17-Apr-01,39.36999893
18-Apr-01,40.49000168
19-Apr-01,38.61999893
20-Apr-01,38.41999817
21-Apr-01,39.27999878
22-Apr-01,40.25
23-Apr-01,40.20000076
24-Apr-01,38.75
25-Apr-01,39.95000076
26-Apr-01,39.65000153
27-Apr-01,38.97000122
28-Apr-01,40.83000183
29-Apr-01,42.84999847
30-Apr-01,42.90999985
01-May-01,41.72999954
02-May-01,41
03-May-01,41.22999954
04-May-01,41.56000137
05-May-01,39.75999832
06-May-01,40.11000061
07-May-01,40.79999924
08-May-01,41.25999832
09-May-01,40.50999832
10-May-01,38.79000092
11-May-01,39.47999954
12-May-01,39.31999969
13-May-01,39.68999863
14-May-01,40.00999832
15-May-01,40.33000183
16-May-01,38.90999985
17-May-01,40.11000061
18-May-01,41.5
19-May-01,41.66999817
20-May-01,41.20999908
21-May-01,41.49000168
22-May-01,41.11000061
23-May-01,41.38000107
24-May-01,40.84999847
25-May-01,39.95999908
26-May-01,40.34000015
27-May-01,38.77999878
28-May-01,39.65000153
29-May-01,38.59000015
30-May-01,37.40000153
31-May-01,38.43000031
01-Jun-01,38.93999863
02-Jun-01,38.83000183
03-Jun-01,39.04999924
04-Jun-01,37.97999954
05-Jun-01,38.27000046
06-Jun-01,38.50999832
07-Jun-01,38.13999939
08-Jun-01,36.91999817
09-Jun-01,36.31000137
10-Jun-01,36.06000137
11-Jun-01,35.18999863
12-Jun-01,36.16999817
13-Jun-01,36.63000107
14-Jun-01,36.33000183
15-Jun-01,36.95000076
16-Jun-01,36.88000107
17-Jun-01,35.77999878
18-Jun-01,34.68000031
19-Jun-01,35.15000153
20-Jun-01,33.47999954
21-Jun-01,33.65000153
22-Jun-01,35.00999832
23-Jun-01,34.88000107
24-Jun-01,34.40000153
25-Jun-01,33.77999878
26-Jun-01,35.74000168
27-Jun-01,37.15000153
28-Jun-01,37.41999817
29-Jun-01,37.59999847
30-Jun-01,37.68000031
01-Jul-01,38.66999817
02-Jul-01,38.52999878
03-Jul-01,38
04-Jul-01,37.08000183
05-Jul-01,36.86000061
06-Jul-01,37.22999954
07-Jul-01,37.43999863
08-Jul-01,37.38000107
09-Jul-01,36.06000137
10-Jul-01,37.02000046
11-Jul-01,36.68000031
12-Jul-01,35.56000137
13-Jul-01,35.88999939
14-Jul-01,35.61000061
15-Jul-01,36.06000137
16-Jul-01,36.75
17-Jul-01,35.09000015
18-Jul-01,35.02999878
19-Jul-01,34.75999832
20-Jul-01,34.36999893
21-Jul-01,34.79999924
22-Jul-01,33.59000015
23-Jul-01,33.84000015
24-Jul-01,33
25-Jul-01,33.52000046
26-Jul-01,33.79000092
27-Jul-01,35.20000076
28-Jul-01,35.02000046
29-Jul-01,34.34999847
30-Jul-01,34.45999908
31-Jul-01,33.59000015
01-Aug-01,33.00999832
02-Aug-01,32.5
03-Aug-01,32.41999817
04-Aug-01,31.04000092
05-Aug-01,31.12000084
06-Aug-01,31.72999954
07-Aug-01,31.55999947
08-Aug-01,30.51000023
09-Aug-01,29.73999977
10-Aug-01,28.96999931
11-Aug-01,28.70000076
12-Aug-01,31.77000046
13-Aug-01,30.95000076
14-Aug-01,29.55999947
15-Aug-01,30.76000023
16-Aug-01,32.56999969
17-Aug-01,32.81000137
18-Aug-01,32.86000061
19-Aug-01,32.93000031
20-Aug-01,32.20999908
21-Aug-01,31.32999992
22-Aug-01,31.39999962
23-Aug-01,32.02999878
24-Aug-01,31.23999977
25-Aug-01,31.10000038
26-Aug-01,30.28000069
27-Aug-01,30.54000092
28-Aug-01,30.04000092
29-Aug-01,28.97999954
30-Aug-01,29.36000061
31-Aug-01,29.65999985
01-Sep-01,28.87999916
02-Sep-01,28.29999924
03-Sep-01,28.25
04-Sep-01,27.45999908
05-Sep-01,27.86000061
06-Sep-01,27.68000031
07-Sep-01,27.62000084
08-Sep-01,28.55999947
09-Sep-01,29.02000046
10-Sep-01,27.34000015
11-Sep-01,26.45999908
12-Sep-01,25.81999969
13-Sep-01,26.32999992
14-Sep-01,25.45999908
15-Sep-01,25.64999962
16-Sep-01,26.20999908
17-Sep-01,26.10000038
18-Sep-01,24.85000038
19-Sep-01,23.95000076
20-Sep-01,24.75
21-Sep-01,26.34000015
22-Sep-01,25.37999916
23-Sep-01,24.65999985
24-Sep-01,23.89999962
25-Sep-01,24.79999924
26-Sep-01,24.79999924
27-Sep-01,25.56999969
28-Sep-01,25.19000053
29-Sep-01,25.64999962
30-Sep-01,24.72999954
01-Oct-01,23.98999977
02-Oct-01,23.39999962
03-Oct-01,22.39999962
04-Oct-01,23.62000084
05-Oct-01,22.25
06-Oct-01,22.67000008
07-Oct-01,23.82999992
08-Oct-01,24.30999947
09-Oct-01,23.85000038
10-Oct-01,22.72999954
11-Oct-01,22.25
12-Oct-01,21.44000053
13-Oct-01,22.5
14-Oct-01,22.79999924
15-Oct-01,23.56999969
16-Oct-01,23.32999992
17-Oct-01,23.39999962
18-Oct-01,22.60000038
19-Oct-01,24.04000092
20-Oct-01,24.53000069
21-Oct-01,24.70000076
22-Oct-01,25.29999924
23-Oct-01,25.19000053
24-Oct-01,25.75
25-Oct-01,26.15999985
26-Oct-01,25.14999962
27-Oct-01,25.25
28-Oct-01,24.37000084
29-Oct-01,23.47999954
30-Oct-01,23.79000092
31-Oct-01,23.48999977
01-Nov-01,22.63999939
02-Nov-01,22.72999954
03-Nov-01,22.17000008
04-Nov-01,22.85000038
05-Nov-01,23.07999992
06-Nov-01,23.64999962
07-Nov-01,23.45000076
08-Nov-01,22.80999947
09-Nov-01,22.98999977
10-Nov-01,22.65999985
11-Nov-01,22.18000031
12-Nov-01,21.93000031
13-Nov-01,21.57999992
14-Nov-01,21.67000008
15-Nov-01,21.02000046
16-Nov-01,21.03000069
17-Nov-01,21.87000084
18-Nov-01,21.60000038
19-Nov-01,21.30999947
20-Nov-01,20.71999931
21-Nov-01,21.97999954
22-Nov-01,21.25
23-Nov-01,20.73999977
24-Nov-01,20.35000038
25-Nov-01,20.15999985
26-Nov-01,20.20000076
27-Nov-01,20.05999947
28-Nov-01,21.07999992
29-Nov-01,22.21999931
30-Nov-01,22.47999954
01-Dec-01,23.55999947
02-Dec-01,22.78000069
03-Dec-01,23.54999924
04-Dec-01,23.80999947
05-Dec-01,24.29000092
06-Dec-01,24.13999939
07-Dec-01,24.60000038
08-Dec-01,23.97999954
09-Dec-01,24.70000076
10-Dec-01,24.48999977
11-Dec-01,23.92000008
12-Dec-01,24.55999947
13-Dec-01,24.54999924
14-Dec-01,25.25
15-Dec-01,25.89999962
16-Dec-01,26.10000038
17-Dec-01,26.46999931
18-Dec-01,25.54000092
19-Dec-01,25.06999969
20-Dec-01,24.30999947
21-Dec-01,24.93000031
22-Dec-01,25.22999954
23-Dec-01,26.10000038
24-Dec-01,26.44000053
25-Dec-01,26.04999924
26-Dec-01,25.64999962
27-Dec-01,26.73999977
28-Dec-01,27.72999954
29-Dec-01,27.71999931
30-Dec-01,27.98999977
31-Dec-01,27.04999924
01-Jan-02,27.90999985
02-Jan-02,27.71999931
03-Jan-02,28
04-Jan-02,27.17000008
05-Jan-02,26.56999969
06-Jan-02,26.20000076
07-Jan-02,26.46999931
08-Jan-02,25.21999931
09-Jan-02,25.60000038
10-Jan-02,25.71999931
11-Jan-02,25.86000061
12-Jan-02,25.04000092
13-Jan-02,25.85000038
14-Jan-02,25.93000031
15-Jan-02,25.37999916
16-Jan-02,25.05999947
17-Jan-02,25.31999969
18-Jan-02,25.67000008
19-Jan-02,25.35000038
20-Jan-02,25.28000069
21-Jan-02,24.81999969
22-Jan-02,24.62999916
23-Jan-02,24.37000084
24-Jan-02,25.39999962
25-Jan-02,25.68000031
26-Jan-02,26.31999969
27-Jan-02,26.64999962
28-Jan-02,25.89999962
29-Jan-02,26.70000076
30-Jan-02,27.10000038
31-Jan-02,26.94000053
01-Feb-02,27.07999992
02-Feb-02,26.73999977
03-Feb-02,26.44000053
04-Feb-02,25.30999947
05-Feb-02,25.03000069
06-Feb-02,24.93000031
07-Feb-02,25.51000023
08-Feb-02,24.81999969
09-Feb-02,24.53000069
10-Feb-02,24.78000069
11-Feb-02,25.14999962
12-Feb-02,24.5
13-Feb-02,24.44000053
14-Feb-02,24.48999977
15-Feb-02,24.19000053
16-Feb-02,24.07999992
17-Feb-02,24.20999908
18-Feb-02,23.80999947
19-Feb-02,24.02000046
20-Feb-02,24.14999962
21-Feb-02,23.81999969
22-Feb-02,23.94000053
23-Feb-02,24.48999977
24-Feb-02,25.25
25-Feb-02,25.07999992
26-Feb-02,24.97999954
27-Feb-02,25.17000008
28-Feb-02,24.73999977
01-Mar-02,24.77000046
02-Mar-02,24.21999931
03-Mar-02,24.77000046
04-Mar-02,25.15999985
05-Mar-02,24.64999962
06-Mar-02,24.5
07-Mar-02,24.54999924
08-Mar-02,24.48999977
09-Mar-02,24.54000092
10-Mar-02,24.01000023
11-Mar-02,23.79999924
12-Mar-02,24.22999954
13-Mar-02,25.62000084
14-Mar-02,25.71999931
15-Mar-02,26.60000038
16-Mar-02,26.93000031
17-Mar-02,26.70000076
18-Mar-02,26.79999924
19-Mar-02,27.17000008
20-Mar-02,26.04000092
21-Mar-02,26.40999985
22-Mar-02,26.55999947
23-Mar-02,26.37000084
24-Mar-02,26.07999992
25-Mar-02,25.25
26-Mar-02,25.45000076
27-Mar-02,26.14999962
28-Mar-02,26.47999954
29-Mar-02,26.04999924
30-Mar-02,26.09000015
31-Mar-02,26.05999947
01-Apr-02,25.45999908
02-Apr-02,25.77000046
03-Apr-02,25.51000023
04-Apr-02,26.03000069
05-Apr-02,26.28000069
06-Apr-02,26.21999931
07-Apr-02,26.81999969
08-Apr-02,26.92000008
09-Apr-02,27.43000031
10-Apr-02,27.62999916
11-Apr-02,27.47999954
12-Apr-02,26.95000076
13-Apr-02,27.47999954
14-Apr-02,27.72999954
15-Apr-02,27.45000076
16-Apr-02,27.69000053
17-Apr-02,28.28000069
18-Apr-02,28.25
19-Apr-02,28.61000061
20-Apr-02,28.29000092
21-Apr-02,27.77000046
22-Apr-02,28.40999985
23-Apr-02,28.84000015
24-Apr-02,28.65999985
25-Apr-02,28.60000038
26-Apr-02,28.92000008
27-Apr-02,28.70000076
28-Apr-02,27.69000053
29-Apr-02,27.77000046
30-Apr-02,27.69000053
01-May-02,28.09000015
02-May-02,28.10000038
03-May-02,29.10000038
04-May-02,29.19000053
05-May-02,29.30999947
06-May-02,29.79000092
07-May-02,29.57999992
08-May-02,29.86000061
09-May-02,30.42000008
10-May-02,30.63999939
11-May-02,30.12999916
12-May-02,29.72999954
13-May-02,30.18000031
14-May-02,30.52000046
15-May-02,30.64999962
16-May-02,29.95999908
17-May-02,30.87999916
18-May-02,30.76000023
19-May-02,30.92000008
20-May-02,30.42000008
21-May-02,30.37999916
22-May-02,29.90999985
23-May-02,29.68000031
24-May-02,29.52000046
25-May-02,30.21999931
26-May-02,29.82999992
27-May-02,29.95000076
28-May-02,30.35000038
29-May-02,30.96999931
30-May-02,30.57999992
31-May-02,31.88999939
01-Jun-02,32.27999878
02-Jun-02,32.20000076
03-Jun-02,31.60000038
04-Jun-02,31.84000015
05-Jun-02,32.22000122
06-Jun-02,32.25999832
07-Jun-02,32.15999985
08-Jun-02,31.18000031
09-Jun-02,31.28000069
10-Jun-02,30.87999916
11-Jun-02,31.34000015
12-Jun-02,31.60000038
13-Jun-02,31.18000031
14-Jun-02,31.79999924
15-Jun-02,31.88999939
16-Jun-02,31.64999962
17-Jun-02,31.42000008
18-Jun-02,31.79999924
19-Jun-02,31.45999908
20-Jun-02,31.45000076
21-Jun-02,30.20999908
22-Jun-02,30.19000053
23-Jun-02,30.30999947
24-Jun-02,30.06999969
25-Jun-02,30.39999962
26-Jun-02,30.86000061
27-Jun-02,30.87000084
28-Jun-02,30.89999962
29-Jun-02,31.17000008
30-Jun-02,31.96999931
01-Jul-02,32.36999893
02-Jul-02,32.29000092
03-Jul-02,32.63999939
04-Jul-02,32.43999863
05-Jul-02,32.50999832
06-Jul-02,32.54000092
07-Jul-02,32.79999924
08-Jul-02,33.09000015
09-Jul-02,33.38999939
10-Jul-02,33.86999893
11-Jul-02,33.84999847
12-Jul-02,34.15999985
13-Jul-02,33.93999863
14-Jul-02,34.5
15-Jul-02,34.09000015
16-Jul-02,33.27000046
17-Jul-02,33.63999939
18-Jul-02,33.81999969
19-Jul-02,33.49000168
20-Jul-02,34.40000153
21-Jul-02,34.25999832
22-Jul-02,34.77999878
23-Jul-02,34.58000183
24-Jul-02,33.91999817
25-Jul-02,34.52000046
26-Jul-02,33.22000122
27-Jul-02,32.79000092
28-Jul-02,32.58000183
29-Jul-02,33.13999939
30-Jul-02,32.41999817
31-Jul-02,33.15000153
01-Aug-02,33.25999832
02-Aug-02,34.18999863
03-Aug-02,34.43999863
04-Aug-02,34.65000153
05-Aug-02,34.43000031
06-Aug-02,34.68999863
07-Aug-02,35.00999832
08-Aug-02,35.24000168
09-Aug-02,35.33000183
10-Aug-02,35.18000031
11-Aug-02,35.45999908
12-Aug-02,34.61000061
13-Aug-02,35.04000092
14-Aug-02,35.25
15-Aug-02,34.56999969
16-Aug-02,34.16999817
17-Aug-02,34.20000076
18-Aug-02,34.20999908
19-Aug-02,35.36000061
20-Aug-02,35.31999969
21-Aug-02,35.38999939
22-Aug-02,35.18000031
23-Aug-02,35.75999832
24-Aug-02,35.52000046
25-Aug-02,35.84000015
26-Aug-02,35.93999863
27-Aug-02,35.63000107
28-Aug-02,35.18999863
29-Aug-02,35.06000137
30-Aug-02,35.81000137
31-Aug-02,35.77000046
01-Sep-02,35.04000092
02-Sep-02,34.68000031
03-Sep-02,33.88000107
04-Sep-02,34.20999908
05-Sep-02,33.88000107
06-Sep-02,34.22999954
07-Sep-02,35.18000031
08-Sep-02,35.18000031
09-Sep-02,35.34000015
10-Sep-02,35.38000107
11-Sep-02,35.90000153
12-Sep-02,35.70000076
13-Sep-02,35.25
14-Sep-02,35.63000107
15-Sep-02,35.04000092
16-Sep-02,35.24000168
17-Sep-02,34.43000031
18-Sep-02,34.56000137
19-Sep-02,35.29999924
20-Sep-02,35.24000168
21-Sep-02,34.77999878
22-Sep-02,34.84999847
23-Sep-02,34.90999985
24-Sep-02,35.56000137
25-Sep-02,35.45999908
26-Sep-02,35.56999969
27-Sep-02,35.84000015
28-Sep-02,35.90000153
29-Sep-02,35.84999847
30-Sep-02,36.43999863
01-Oct-02,36.56000137
02-Oct-02,36.45999908
03-Oct-02,36.36000061
04-Oct-02,37.09000015
05-Oct-02,37.34000015
06-Oct-02,37.68000031
07-Oct-02,37.97999954
08-Oct-02,37.72999954
09-Oct-02,38.33000183
10-Oct-02,37.95000076
11-Oct-02,38.08000183
12-Oct-02,38.18000031
13-Oct-02,38.56999969
14-Oct-02,38.54000092
15-Oct-02,38.38000107
16-Oct-02,38.15000153
17-Oct-02,38.00999832
18-Oct-02,38.59000015
19-Oct-02,37.74000168
20-Oct-02,37.09999847
21-Oct-02,37.24000168
22-Oct-02,37.06999969
23-Oct-02,36.97000122
24-Oct-02,36.93000031
25-Oct-02,36.33000183
26-Oct-02,36.47000122
27-Oct-02,37.13000107
28-Oct-02,37.11999893
29-Oct-02,37.18000031
30-Oct-02,37.58000183
31-Oct-02,37.25
01-Nov-02,36.93999863
02-Nov-02,37.43999863
03-Nov-02,37.54999924
04-Nov-02,36.97999954
05-Nov-02,36.86000061
06-Nov-02,36.45000076
07-Nov-02,36.36000061
08-Nov-02,36.58000183
09-Nov-02,36.66999817
10-Nov-02,36.56999969
11-Nov-02,37.04999924
12-Nov-02,36.61999893
13-Nov-02,36.41999817
14-Nov-02,36.75999832
15-Nov-02,36.63000107
16-Nov-02,35.77000046
17-Nov-02,35.65999985
18-Nov-02,35.18999863
19-Nov-02,34.86999893
20-Nov-02,35.50999832
21-Nov-02,34.88999939
22-Nov-02,34.95000076
23-Nov-02,35.5
24-Nov-02,35.34000015
25-Nov-02,34.75
26-Nov-02,34.31000137
